real,observed
seasonal,seasonal
the,the
day,a
omg,of
what,a
born,or
u,our
indonesia,indonesian
made,add
still,still
hit,it
a,a
at,a
birthday,birthday
tro,to
need,need
better,better
for,for
cuz,but
if,if
what,a
believe,believe
fuckin,fuckin
oh,to
is,in
guess,guess
keywords,keyword
son,on
just,just
the,the
anybody,anybody
dont,du
i,i
very,very
working,working
means,men
wii,if
dropped,dropped
getting,greeting
son,so
can,a
cuz,cc
son,a
app,a
me,me
voice,voice
can,a
be,i
dreaded,dreaded
talk,talk
are,are
changed,changed
has,a
flu,blue
all,all
on,on
n,and
have,have
drill,drill
chrome,come
a,a
app,a
a,a
come,come
with,it
just,just
the,the
had,a
do,do
so,to
touch,touch
i,i
it,its
think,think
for,or
their,the
combination,combination
use,us
hurts,hurt
in,in
busy,busy
day,day
gotta,got
think,think
solid,soil
you,or
cuz,co
i,i
like,like
of,s
the,the
me,he
the,the
forgot,forgot
mms,m
still,still
vitamin,vitamin
posted,reported
internet,interest
from,from
dont,du
channel,channel
twitter,titer
over,or
shit,that
if,if
me,m
tell,tell
is,i
an,a
kno,n
day,day
join,do
ass,s
getting,getting
just,su
it,it
dont,n
ur,u
just,us
over,or
what,a
got,got
fuck,fcc
ur,r
someone,someone
it,i
was,was
good,good
an,a
da,i
supposed,supposed
send,end
bowling,boiling
shit,shit
while,while
is,is
it,get
or,you
got,got
their,the
it,it
will,will
mms,mrs
tell,tell
announce,announce
fuck,fcc
swine,since
and,and
it,i
luv,il
work,work
be,of
bridge,brigade
can,n
catch,cat
the,the
tylenol,tylenol
you,you
next,not
brian,bryan
without,without
would,would
my,s
is,in
sports,sports
afraid,afraid
the,the
fuck,fcc
will,will
all,a
tylenol,tylenol
ugh,ug
in,in
horrible,horrible
similar,similar
images,images
think,think
work,or
think,think
ugh,u
omg,some
exposed,exposed
his,is
wave,have
your,your
any,any
they,the
a,a
just,us
do,de
ugh,laugh
remember,remember
already,already
but,but
getting,getting
getting,getting
not,not
tried,ride
whats,that
have,have
to,to
app,a
b,be
are,are
to,to
ugh,enough
omg,of
want,was
on,of
get,get
be,but
b,be
app,as
of,of
in,i
do,j
in,in
computer,computer
to,to
so,s
a,a
horrible,horrible
celebrating,celebrating
chance,chance
see,she
the,the
afford,for
with,with
to,to
what,what
it,it
what,a
on,of
officially,official
gettin,get
book,book
welcome,welcome
wii,will
just,just
of,of
new,no
jonas,joan
lotus,lot
work,work
my,any
gettin,get
interested,interested
set,et
all,a
myself,meself
at,a
gmail,mail
me,me
am,a
testing,testing
thing,this
doc,c
for,for
definitely,definitely
ordered,order
want,went
on,on
me,she
connected,connected
calendar,calendar
could,could
visit,visit
just,just
check,he
day,a
wants,wants
day,a
has,his
my,mr
shiny,shine
gettin,gettin
go,get
just,just
seo,so
is,is
i,i
know,know
invitation,invitation
link,i
whats,huts
across,across
free,red
email,mail
getting,getting
most,not
sick,sick
conjunction,conjunction
video,vide
know,know
as,s
familiar,familiar
and,and
fun,fun
wanna,an
wii,if
a,a
shall,shall
my,my
the,the
me,m
a,a
on,of
access,access
on,s
i,in
strain,strain
somebody,somebody
people,people
much,much
me,one
i,in
feeling,feeling
iphone,phone
daughter,daughter
we,b
cousin,cousin
subscribe,subscribe
me,m
so,so
what,what
player,player
at,it
for,for
me,m
on,of
october,october
or,mr
weird,were
stop,stop
business,buisness
u,no
app,a
important,important
exclusive,exclusive
bit,bit
an,a
comin,in
from,from
want,wants
is,is
chrome,home
realised,relied
and,and
i,in
at,a
all,a
has,has
wit,i
did,did
has,a
flu,u
big,is
comin,common
pc,pp
useful,useful
the,the
twitter,twitter
can,can
their,the
back,a
wii,if
play,pay
i,in
access,access
to,to
swine,swim
up,p
a,a
my,m
to,to
got,got
better,better
lol,lo
it,in
not,not
im,m
heights,hight
is,in
wanna,wanna
inspired,impaired
always,always
til,i
i,i
ask,as
it,i
is,s
up,u
taken,taken
wit,what
especially,especially
do,do
i,i
from,from
my,s
mail,mail
if,of
old,role
wii,if
know,know
it,i
you,you
it,it
everyone,everyone
gotta,got
some,rome
already,already
michael,michel
the,that
what,what
and,and
so,so
in,in
now,on
unlocked,locked
oh,oh
condolences,condolences
as,as
be,one
had,had
and,and
fwd,for
google,google
u,do
this,is
from,from
think,think
do,j
cant,cent
reporting,report
the,the
people,people
at,a
merchant,merchant
that,that
were,were
as,is
are,are
is,in
my,r
is,is
google,google
to,to
morning,morning
i,i
got,get
wanna,an
wave,gave
going,goin
have,he
from,from
that,that
the,the
no,no
received,received
what,a
ive,have
car,p
wee,we
mobile,mobile
my,mr
taken,taking
bought,ought
is,s
to,to
the,the
ad,a
dont,n
it,it
goodness,goodness
from,from
coming,coming
of,of
fuck,fcc
twitter,twitter
an,a
google,google
not,not
this,this
still,still
regular,regal
hey,they
swine,wine
am,a
getting,gettin
can,can
the,the
got,got
on,of
or,our
that,that
convinced,convinced
because,because
me,m
search,each
seo,s
american,american
hey,he
people,people
ur,r
not,not
swine,son
a,a
i,i
and,and
interact,interact
firefox,fifo
be,but
address,adder
the,the
i,in
thought,thought
not,not
want,went
from,from
youtube,youtube
ppl,p
application,application
have,have
app,a
finally,finally
playing,plain
government,government
iphone,hone
does,does
mild,ml
nintendo,nintendo
the,the
on,s
with,it
interested,interested
myself,meself
into,in
trying,trying
so,so
getting,getting
or,a
funciona,funciona
need,need
there,there
networking,networking
a,a
pc,i
the,the
us,us
using,rising
go,v
someone,someone
wave,gave
going,gong
my,m
in,in
gave,give
is,in
earthquake,earthquake
work,work
a,a
and,a
a,a
fuck,uk
listen,list
thing,than
find,in
have,he
getting,getting
a,a
coming,coming
possible,possible
i,in
i,i
already,already
me,i
should,should
country,country
off,of
wit,i
want,a
comparison,comparison
invention,invention
steps,steps
with,with
week,greek
money,men
a,a
little,little
i,i
sucks,suck
do,i
like,like
partnership,partnership
it,it
pic,p
thing,thing
a,a
for,for
this,the
doing,on
and,and
we,we
thing,thing
aja,a
the,the
awesome,awesome
forward,forward
their,the
my,m
a,a
of,of
it,it
back,a
wit,i
with,with
a,a
think,think
in,i
have,he
aja,aa
is,is
mom,on
from,from
go,to
in,in
up,u
talk,talk
and,and
is,in
so,so
app,a
treat,create
this,the
is,s
the,the
balloon,ball
tell,tell
october,october
him,in
and,and
stuff,st
been,be
set,set
is,s
or,p
well,well
us,in
do,l
changing,changing
the,the
friends,friends
more,more
the,the
huge,high
the,the
a,a
all,all
know,know
at,a
gps,pr
wii,if
finally,finally
book,book
our,our
it,it
tv,i
show,to
review,review
to,to
us,s
an,a
you,you
or,r
right,right
is,in
the,the
switched,switched
son,on
legend,legend
translate,translated
not,not
could,could
was,was
cant,cent
a,as
miss,is
lonely,one
you,the
top,go
a,a
not,not
much,much
cuz,but
pic,i
all,a
u,you
had,a
unlocked,locked
not,not
a,a
apparently,apparently
thru,the
on,in
will,will
page,age
what,what
day,a
now,now
work,or
sit,s
aint,an
convince,convince
is,is
up,u
screen,seen
equivalent,equivalent
happened,happened
call,all
that,that
all,all
building,building
galaxy,alex
you,you
a,a
later,later
to,to
nintendo,nintendo
gotta,gotten
new,n
about,about
day,a
the,the
to,to
the,the
pro,pro
guitar,guitar
based,as
playing,paying
confirmed,confirmed
this,the
claims,class
at,it
the,the
million,million
water,water
so,so
leave,leave
cyrus,cyrus
the,the
a,a
what,what
had,had
it,it
me,m
announcement,announcement
wave,wave
that,that
all,a
me,me
experience,experience
and,and
amazing,amain
my,mr
giving,giving
will,will
i,i
steps,steps
it,in
i,i
on,on
jersey,jersey
really,real
mobile,mobility
rip,i
want,a
winning,winning
on,of
hope,hope
was,was
settings,setting
from,from
took,took
nine,nile
tune,une
that,the
hope,hope
making,making
really,real
queen,queen
reader,read
be,be
home,rome
make,make
got,got
think,tin
doctor,doctor
already,already
u,u
in,in
me,m
name,name
easier,easier
droid,rio
know,know
on,of
us,our
american,american
please,please
it,it
the,the
you,you
fm,few
translate,translate
get,get
its,its
think,think
the,the
gmail,mail
in,in
blackberry,blackberry
now,new
is,in
ad,c
their,the
on,on
seasonal,seasonal
apple,apple
apps,as
a,a
no,no
link,in
through,through
a,a
lay,lay
be,l
over,order
try,try
going,in
approved,approved
dont,n
working,working
invite,invite
checked,check
u,you
wii,will
start,state
gps,is
symptoms,symptoms
week,greek
hope,type
latest,latest
mms,m
the,the
that,that
while,while
was,as
on,of
contract,contact
wanna,an
kids,is
is,in
am,a
are,are
exchange,exhange
u,our
definitely,definitely
you,you
what,a
to,to
a,a
is,in
messenger,messenger
wii,if
sick,sin
are,be
enough,enough
gettin,get
night,nigh
on,of
cousin,cousin
peek,greek
have,have
a,a
dying,doing
year,ye
coming,coming
wave,have
wave,a
is,s
the,the
course,cause
gonna,anna
early,early
a,a
to,its
but,but
so,so
will,will
on,in
me,m
money,men
is,is
gap,group
whatever,whatever
a,a
i,i
and,and
want,want
official,official
want,want
girl,girl
yay,aa
if,if
his,is
got,get
sick,si
just,just
upload,plead
dont,n
fox,fox
app,a
what,a
messaging,messaging
cant,can
definitely,definitely
to,to
pre,p
is,in
dont,ds
im,i
to,to
paid,pay
download,download
and,and
app,as
to,to
my,mr
and,and
games,james
kid,i
new,n
probably,probably
i,in
blackberry,blackberry
to,to
your,your
need,need
just,just
recommendations,recommendations
is,in
call,a
fuckin,fucking
do,do
need,need
the,the
app,a
coughed,coughed
fuckin,fuckin
ur,r
son,on
and,and
dm,p
is,in
street,see
sis,i
mountain,mountains
on,of
dad,day
to,to
have,have
partnership,partnership
dad,did
up,p
of,of
not,not
from,from
go,c
omg,of
between,between
the,the
from,from
im,on
use,us
best,he
think,than
go,go
oh,the
is,i
getting,getting
i,in
the,the
from,from
recommend,recommend
saying,say
sync,ny
the,the
sick,si
chances,chances
called,all
so,so
this,the
twitter,twitter
is,was
does,do
recommendations,recommendation
the,that
working,working
invite,note
for,or
that,that
up,up
us,s
fda,p
well,we
awful,awful
we,with
day,a
android,andro
because,because
bucks,bus
on,of
tsunami,tsunami
hands,and
so,a
know,know
has,has
yeah,yeah
nose,be
in,in
get,get
pc,r
cheerleader,cheerleader
lebron,laron
at,it
the,the
our,our
get,get
data,data
purchase,purchase
im,i
business,business
tennis,ten
good,good
the,the
all,all
vaccinated,vaccinated
want,went
had,a
touch,touch
to,to
can,can
the,that
commercial,commercial
this,this
a,a
on,on
lab,la
had,has
me,mr
your,your
album,album
is,in
commercial,commercial
there,there
way,a
me,me
a,a
webmaster,webmaster
yet,e
it,i
getting,getting
know,know
best,est
and,and
an,a
the,the
because,because
wii,if
which,which
what,what
everyone,everyone
from,from
android,andro
up,up
fit,it
in,in
for,for
a,a
recommend,recommend
the,the
excuse,excuse
money,me
me,m
the,the
but,but
gmail,mail
is,is
against,again
know,no
from,from
bunch,bunch
wii,will
pc,of
looks,took
no,no
had,a
the,the
is,in
changed,changed
is,s
youtube,youtube
symptoms,symptoms
actually,actually
on,on
speak,speak
the,that
awesome,awesome
kids,mid
is,is
everyone,everyone
tweeting,wetting
tweets,teens
thing,than
all,all
want,an
jailbreak,jailbreak
the,the
now,new
want,went
aja,aa
so,so
guess,guess
phoenix,phenix
mom,most
fav,a
so,so
sydney,sydney
because,because
camera,camera
an,a
my,any
send,and
work,work
waiting,waiting
google,google
available,availble
the,the
think,think
i,in
a,a
or,of
on,of
app,a
bb,b
the,that
already,already
app,pp
things,things
my,mr
not,not
from,from
ova,va
worth,work
are,are
i,i
in,in
feel,feel
why,when
fitness,fitness
have,he
collaborate,collaborate
night,might
prefer,prefer
so,so
introduce,introduce
on,on
iphone,phone
it,in
the,the
an,in
my,s
starbucks,starbucks
tried,tied
was,was
print,print
i,i
for,for
appointment,appointment
you,you
chillin,hill
invitation,invitation
up,u
be,b
invitation,invitation
using,using
getting,getting
the,the
presentation,presentation
ceo,l
shortage,shortage
invitation,invitation
working,working
from,from
bb,but
better,better
give,i
so,so
is,in
so,to
cover,cover
htc,t
to,to
a,a
frankfurt,frankfurt
u,you
invitation,invitation
or,r
being,being
a,a
all,all
better,better
my,p
book,book
the,that
me,me
late,late
some,rome
got,get
man,man
transfer,transfer
in,in
on,of
a,a
to,to
rt,v
need,need
havin,hat
actually,acutally
and,and
really,real
fcc,t
why,way
wanna,anna
ms,m
dunno,dunn
somebody,somebody
cool,cool
iphone,phone
explain,explain
app,a
mms,m
icu,u
gti,i
more,more
has,a
black,black
is,is
at,a
downloaded,downloaded
mobile,mobile
what,what
freaked,reeked
victims,victims
i,in
a,a
it,i
on,s
a,a
back,a
all,well
ceo,co
you,you
think,than
until,until
on,of
wit,i
what,a
down,do
something,something
old,role
sim,i
is,in
up,our
become,become
cb,act
season,season
call,al
google,good
released,released
ipod,and
a,a
tell,tell
wave,have
with,with
suffering,suffering
send,and
google,google
installed,installed
watch,watch
youtube,tube
major,major
apps,pp
luv,lu
a,a
working,woking
downloaded,downloaded
dont,n
during,during
enjoy,no
that,that
hearing,hearing
tomorrow,tomorrow
have,have
the,the
the,the
the,the
see,seen
just,just
the,the
cb,p
uk,i
who,so
best,best
trend,friend
different,different
start,star
cuz,cc
at,it
cb,j
wit,i
ok,j
job,j
ms,s
too,to
sumatra,sumatra
so,so
i,i
lot,lot
now,no
or,r
twitter,winter
for,for
had,a
played,played
has,a
that,that
analytics,analytic
until,until
it,it
you,you
my,a
is,s
bbm,b
internet,interest
u,our
i,in
us,us
gmail,mail
to,to
ads,s
million,million
this,is
what,what
kid,i
pic,i
boyfriend,boyfriend
tomorrow,tomorrow
ugh,urge
do,r
this,to
facebook,facebook
aka,a
gettin,get
write,wire
a,a
installed,installed
i,in
is,in
playin,playing
obsessed,obsessed
twitter,twitter
as,s
a,a
use,us
is,in
get,w
ugh,u
the,the
in,in
work,or
am,a
one,one
bc,be
idiotic,idiotic
thats,has
what,a
right,right
on,on
doctors,doctors
and,and
a,a
ads,c
lots,lost
dont,n
better,better
it,et
one,be
it,i
wit,if
i,in
realize,realise
i,i
pre,s
want,went
better,better
cuz,us
i,i
played,played
brother,other
dont,don
ugh,u
monday,today
sumatra,sumatra
me,m
tether,teacher
always,always
for,for
a,a
fm,s
app,a
that,the
is,s
the,the
a,a
wit,i
waiting,waiting
iphone,phone
million,million
struggling,struggling
there,there
that,that
it,it
finally,finally
opposite,opposite
is,is
wonder,under
watching,watching
is,s
able,be
not,not
development,development
lil,ill
should,should
am,in
back,a
like,like
have,a
you,you
use,a
from,from
feel,feel
when,when
hacked,tucked
lazy,lazy
disappointed,disappointed
update,date
the,the
in,in
came,came
background,background
fun,fun
and,a
fun,fun
who,to
and,a
your,your
just,us
was,was
this,the
chipotle,citole
this,this
definitely,definitely
i,in
download,download
lot,lot
translate,translate
or,you
had,had
adwords,works
is,is
ping,in
in,in
cart,carry
on,in
before,for
girl,girl
one,role
like,i
had,had
learned,learned
and,as
da,a
do,de
their,the
need,need
no,no
motto,to
got,got
apps,gap
sneezed,sneezed
company,company
just,just
iphone,phone
than,the
me,man
a,a
your,your
awesome,awesome
had,had
from,from
cheap,cheap
wave,gave
just,just
get,get
quality,quilt
and,and
their,the
definitely,definitely
surprised,surprised
u,u
so,s
a,a
from,from
have,have
down,down
feel,feel
or,our
would,would
app,a
dunno,du
should,should
one,one
hsn,s
a,a
had,had
gonna,on
awesome,awesome
far,a
body,bad
me,i
is,in
the,the
can,a
home,rome
just,us
week,greek
wii,if
an,a
to,to
explanation,explanation
from,from
alternative,alternative
that,that
option,option
me,m
new,n
to,the
forward,foreword
is,is
attic,at
checked,check
japanese,japanese
pic,i
within,with
a,a
feel,feel
tv,to
the,the
damn,damn
one,one
im,i
latitude,attitude
so,so
uk,u
had,a
since,since
a,a
have,have
people,people
had,had
this,to
of,of
used,used
pretty,pretty
him,i
news,jews
like,like
ap,p
a,a
on,on
is,is
a,a
nintendo,nintendo
cuz,ch
be,of
omg,of
tv,it
diagnosed,diagnosed
ear,a
i,in
to,to
should,should
is,in
have,he
google,google
put,p
have,the
the,the
on,on
believe,believe
the,the
on,on
to,to
know,know
with,with
people,people
photo,photo
do,a
line,in
me,me
it,it
create,creation
phone,phone
cuz,co
bad,bad
somewhere,somewhere
did,is
pic,price
as,a
on,man
invitation,invitation
mms,m
i,in
of,not
win,will
to,the
just,us
y,to
like,like
will,will
iphone,phone
wanna,an
im,a
is,is
text,text
kid,i
news,n
symptoms,symptoms
possible,possible
kid,b
on,in
call,all
comin,common
so,so
finally,finally
you,you
a,a
to,to
a,n
like,like
you,you
my,mr
tried,try
im,i
tsunami,tsunami
see,seen
a,a
love,love
proven,province
on,s
book,book
was,was
all,all
a,a
home,home
brief,bei
what,war
all,all
man,an
photo,to
body,bad
otherwise,otherwise
movie,moi
gonna,gun
from,from
definitely,definitely
guitar,guia
normal,normal
coming,comin
got,got
posted,reported
send,used
sync,since
a,a
put,p
she,she
a,a
not,not
happy,hip
they,the
to,to
flickr,like
something,something
that,that
dollars,dollars
a,a
i,i
but,but
it,but
the,the
useful,useful
hear,clear
hi,a
what,at
all,all
in,in
android,andro
trying,trying
so,so
want,was
allow,low
will,will
kids,is
are,are
what,what
too,to
from,from
put,u
county,county
want,what
address,address
backup,backup
the,the
what,a
wtf,with
in,in
her,very
big,big
is,in
wasted,waited
an,a
movie,movies
oh,the
too,too
from,from
mania,man
google,goole
gps,s
have,have
even,even
tv,m
i,i
that,to
my,any
and,and
telus,el
got,get
pretty,petty
shit,his
thing,thing
a,a
a,a
virus,virus
over,or
up,p
pics,is
sell,s
up,p
my,any
the,the
be,s
did,did
at,it
difference,difference
experience,experience
that,that
time,time
english,english
believe,believe
im,i
min,in
im,from
rely,rely
touch,touch
text,text
report,report
that,that
very,very
communicate,communicate
have,he
and,and
available,available
totally,totally
dont,ddt
sending,sending
my,my
earthquake,earthquake
buying,buying
dont,n
beginning,beginning
all,a
happened,happened
haha,hah
the,that
your,you
there,there
nhs,the
on,you
the,the
instead,instead
appreciated,appreciated
to,the
morning,morning
its,acts
has,a
he,u
chipotle,chapot
tomorrow,tomorrow
app,apply
on,on
person,preston
vaccination,vaccination
a,a
myself,myself
it,but
report,report
wtf,l
get,et
pic,i
so,so
track,track
htc,to
king,in
to,to
app,a
a,a
wouldnt,could
go,go
art,a
is,is
email,mail
or,r
me,de
it,it
swine,wine
no,to
about,bot
voice,voice
i,in
friends,friends
gps,p
a,a
join,join
in,in
shit,shy
sa,s
you,you
whats,was
this,this
case,as
gotta,gotta
home,rome
a,a
cool,co
that,that
so,so
all,all
cause,cause
floor,floor
from,from
charger,care
thats,has
thought,thought
about,about
on,of
to,to
all,all
my,m
head,a
on,of
site,it
at,a
advertising,advertising
latitude,attitude
bb,l
some,some
internet,internet
is,is
coincide,coincide
os,is
man,man
plz,r
i,in
type,to
os,of
vaccine,vaccine
phone,then
a,a
develops,develop
appreciated,appreciate
the,the
feel,feel
join,join
the,the
when,he
receive,receive
your,your
so,so
may,a
pic,i
really,really
know,know
bout,not
your,your
pictures,picture
app,a
lord,or
will,will
is,s
to,to
my,s
out,u
wii,will
imma,am
waves,waves
as,as
turn,un
their,the
for,or
replacement,replacement
haha,aha
industry,industry
for,or
with,with
by,be
is,is
dad,did
b,b
on,on
game,am
the,that
fucked,fuck
thought,thought
unleashed,unleashed
surprised,surprise
is,in
bed,b
back,back
i,in
touch,touch
just,us
us,as
is,is
such,such
to,the
shit,shy
you,you
paying,paying
know,know
the,the
ny,j
so,so
will,will
gonna,gun
increase,increase
it,it
see,j
my,m
on,in
now,now
as,is
thought,thought
or,mr
automatically,automatically
us,s
of,of
definitely,definitely
shit,shy
really,real
my,any
back,a
of,s
fucked,fucked
on,on
addition,addition
testing,testing
android,andro
u,u
be,l
e,m
cool,cool
a,a
is,is
damn,damn
with,with
and,and
google,google
am,a
us,as
all,all
as,s
realize,realise
us,us
fuck,c
to,the
work,work
all,all
can,a
an,a
from,from
registered,register
for,for
own,p
drill,drill
morning,morning
no,no
all,all
six,i
awesome,awesome
invited,invited
someone,someone
be,b
told,to
symptoms,symptoms
ill,it
useful,useful
damn,am
good,good
app,a
suppose,suppose
do,c
get,et
u,our
the,the
liked,lie
haha,hah
compared,compared
yay,aa
no,a
so,so
hate,at
us,is
actually,actually
again,again
awkward,award
amazing,amassing
amateur,mature
amazing,amazing
asterix,gastric
boy,b
backward,backwards
back,back
bitch,its
blah,la
bollocks,bolick
boat,both
brain,ran
brutal,brutal
brussel,brussels
cows,co
dalek,dare
dago,day
dece,dec
definitely,definitely
the,he
dil,ill
drunk,drunk
doobie,due
done,u
derp,du
entrance,entrance
everything,everything
faggot,fait
phlegm,le
fucking,looking
forte,forty
forty,four
fuck,fu
jail,go
gay,gay
googolplex,googolplex
gorgeous,gorgeous
gravy,gave
girl,girl
guilford,guildford
guinness,guinness
girl,girl
hacker,her
heinous,has
hot,hat
hate,hate
have,has
whore,he
homie,home
whore,or
help,help
humorous,humerus
illiterate,illiterate
insane,insane
it,its
joby,hobbie
jew,j
judgmental,judgement
caps,a
christian,christian
kids,kids
pwn,lo
cry,raj
kay,k
laughing,latin
liar,lawyer
like,lie
looks,look
loot,late
loverly,lovely
like,like
mates,m
maths,a
meow,mao
moron,morgan
nice,nice
ninjutsu,ninjutsu
nub,n
okay,oak
cock,ou
omg,oh
awkward,onward
lol,all
awesome,so
aussie,i
pie,a
patois,pat
people,peoples
persistent,persistent
perv,per
fag,page
filipino,philippine
phony,phone
plague,plug
ponce,one
poser,pose
pwn,own
porn,pro
rock,raw
regan,reagent
renege,rene
write,it
roar,rohrer
rude,round
retard,r
sexy,ses
separate,separate
sex,she
shonen,shone
smart,sat
spiel,special
spell,spelt
steroid,serio
stuff,sup
stupid,stupid
swear,war
suave,serve
sweet,set
tantie,any
too,the
theater,theatre
the,the
tokyo,too
travelers,travellers
troop,troupe
your,our
vacuum,vacuum
venice,venezia
wow,a
wednesday,wensday
wang,hang
wimp,him
whinging,whingeing
whoa,who
wicked,wicked
woot,wo
woke,work
wookie,wookiee
wuss,worse
your,you
you,you
